Sexo productor;Area (Ha);total arboles;Total de injertos;Edad promedio plantas patron;Edad promedio plantas injerto;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
Mujer;0.31;220;0;5;;5;No;No;No;No;No;Si;No;No;13.921821;-89.430837;755.31665;No;Si;No;Si;Si;Si;Si;0.02904;0.15576
Hombre;0.8;700;100;5;4;4.9;No;Si;No;No;No;No;No;No;13.484037;-88.408005;826.111328;Si;Si;Si;No;Si;Si;Si;0.7304;3.9
Mujer;4.5;4580;0;4;;4;No;Si;No;No;No;No;Si;No;13.477088;-88.55895;823.812012;No;Si;Si;Si;Si;Si;Si;3.07032;15.96408
Hombre;2;2150;0;6;;6;Si;No;No;No;No;Si;Si;No;13.652043;-89.683656;165;No;Si;Si;Si;Si;Si;No;3.45752;16.56952
Hombre;0.7;0;500;;3;3;No;Si;No;No;No;Si;No;No;13.634277;-89.466214;1105.49084;Si;Si;Si;Si;Si;Si;No;0.0924;0.24464
Hombre;0.36;400;0;4;;4;No;No;No;No;No;Si;No;No;13.875631;-88.152083;602;No;Si;Si;Si;No;Si;Si;0.19184;0.15
Mujer;0.63;630;0;5;;5;No;No;No;No;No;Si;No;No;13.623961;-89.57463;513;No;Si;No;Si;Si;Si;No;0.43736;1.78992
Mujer;0.4;400;0;5;;5;No;Si;No;No;No;No;No;No;13.482628;-88.408761;835.239502;No;No;Si;Si;No;Si;Si;0.6512;3.4
Hombre;0.7;500;0;4;;4;No;No;Si;No;No;Si;No;No;13.716625;-88.23216833;888.4;No;Si;Si;Si;Si;Si;Si;0.24816;1.144
Mujer;1.4;1450;0;6;;6;No;Si;No;No;No;Si;No;No;13.695351;-89.565382;521.436646;No;Si;No;Si;No;No;No;0.42504;1.65088
Hombre;0.7;600;0;5;;5;No;Si;No;No;No;Si;No;No;13.768359;-89.839783;383.895874;No;Si;No;Si;Si;Si;No;0.25872;1.84048
Hombre;2.45;1000;500;7;6;6.7;No;Si;No;No;No;Si;Si;No;13.415002;-88.506017;381;Si;Si;Si;Si;No;Si;Si;0.18744;6.65
Hombre;0.24;137;0;5;;5;No;Si;No;No;No;No;No;No;13.813171;-89.868295;722.536987;No;Si;No;Si;Si;Si;No;0.19184;1.23688
Hombre;2.8;1700;300;7;5;6.7;No;Si;No;No;No;No;No;No;13.611274;-88.92259;672;Si;Si;Si;Si;Si;Si;Si;0.32384;11.08
Mujer;0.5;500;0;4;;4;No;No;No;No;No;Si;No;No;13.878059;-88.198009;514;No;Si;Si;Si;No;Si;Si;0.30272;3.8
Hombre;0.7;580;20;4;3;4;No;Si;No;No;No;No;No;No;13.5019374;-88.3642994;694;Si;Si;Si;No;Si;No;Si;0.11528;0.58
Hombre;0.56;160;0;6;;6;No;Si;No;No;No;Si;No;No;13.767394;-89.839731;409;No;Si;No;Si;Si;Si;No;0.37224;2.27832
Hombre;2;1700;0;5;;5;No;Si;No;No;No;No;No;No;13.706143;-89.488146;930;No;Si;Si;Si;Si;Si;No;0.99264;4.79864
Hombre;4;3900;100;8;8;8;No;No;No;No;Si;Si;No;No;13.710141;-89.679537;309;Si;Si;Si;Si;Si;No;Si;8.3556;31.70024
Hombre;8;6216;0;6;;6;No;Si;No;No;No;Si;No;No;13.493225;-88.526411;1065.02612;No;Si;Si;Si;Si;Si;Si;5.0556;180.4
Hombre;0.1;100;0;5;;5;No;Si;No;No;No;Si;No;No;13.515;-88.39361111;522;No;Si;Si;No;No;Si;Si;0.6072;3.45
Hombre;1.75;600;400;5;4;4.6;No;Si;No;No;No;Si;No;No;13.506895;-88.537589;896.928101;Si;Si;Si;Si;No;Si;Si;0.1276;6.15
Hombre;0.2;200;0;5;;5;No;No;No;No;No;Si;No;No;13.322508;-88.657091;-6.288849;No;No;No;Si;No;No;Si;0.07568;0.55
Hombre;1.4;1200;0;7;;7;No;Si;No;No;No;No;No;No;13.637055;-89.475782;865;No;Si;No;Si;Si;Si;No;1.00936;5.07144
Hombre;1.4;0;1000;;4;4;Si;Si;No;No;No;No;No;No;13.464083;-88.875128;29;Si;Si;Si;Si;Si;Si;No;0.79112;5.55
Hombre;0.3;300;0;4;;4;No;Si;No;No;No;No;No;No;13.474768;-88.367936;698.466797;No;Si;No;Si;Si;Si;Si;0.47696;2.4
Mujer;0.18;175;0;6;;6;Si;No;No;No;No;Si;No;No;13.776;-90.103118;15.298218;No;No;Si;Si;Si;No;No;0.14608;0.65384
Mujer;0.7;200;40;5;4;4.8;No;Si;No;No;No;No;No;No;13.530322;-88.938382;167;Si;Si;Si;Si;Si;Si;Si;0.03344;0.39
Hombre;2.21;2057;0;5;;5;No;No;No;No;Si;Si;No;No;13.651119;-89.336973;946.405273;No;Si;Si;Si;Si;Si;No;1.694;5.4296
Hombre;0.38;405;0;6;;6;Si;No;Si;No;No;No;No;No;13.708291;-89.977343;9.924988;No;No;Si;Si;Si;No;No;0.34144;2.21144
Hombre;6;1400;4500;4;3;3.2;Si;Si;No;No;No;No;No;No;13.403768;-88.870467;21.445831;Si;Si;Si;Si;Si;Si;Si;1.2672;9.5
Hombre;0.35;125;100;7;3.8;5.6;No;Si;No;No;No;No;No;No;13.591942;-88.944048;522;Si;Si;Si;Si;Si;Si;Si;0.4048;2.04
Hombre;0.7;0;750;;3;3;No;No;No;No;Si;Si;No;No;13.740485;-89.697361;332;Si;Si;No;Si;Si;No;Si;0.74008;2.32408
Hombre;0.63;405;0;5;;5;No;Si;No;No;No;No;No;No;13.77446;-89.716051;540;No;Si;No;Si;No;Si;No;0.01496;0.07832
Hombre;0.045;50;0;4;;4;No;No;No;No;No;Si;No;No;13.861632;-88.110631;556;No;Si;No;No;No;Si;No;0;0.15
Hombre;2;200;1000;5;4;4.2;Si;No;No;Si;No;No;No;Si;13.33608;-88.75057;5;Si;Si;Si;Si;Si;Si;Si;0.69696;7.85
Hombre;0.26;225;0;6;;6;No;Si;No;No;No;No;No;No;13.760521;-89.724894;464.274902;No;Si;No;Si;Si;Si;No;0.1628;0.96728
Hombre;3;2000;0;5;;5;No;Si;No;No;No;No;No;No;13.50132;-88.329564;809;No;Si;Si;No;Si;No;Si;3.30704;16.55
Hombre;0.39;370;0;6;;6;No;Si;No;No;No;No;No;No;13.803764;-89.733338;640.327759;No;Si;No;Si;Si;Si;No;0.39512;1.50936
Hombre;1.4;1400;0;4;;4;No;No;No;No;No;Si;No;No;13.84708;-89.43386;583.3;No;Si;No;No;Si;Si;Si;0.18656;0.72248
Hombre;0.5;324;0;5;;5;No;Si;No;No;No;Si;No;No;13.617757;-89.354482;848.021973;No;Si;Si;Si;Si;Si;No;0.5192;0.858
Hombre;0.53;0;500;;4;4;No;No;No;No;No;Si;No;No;13.7996;-88.277;865.525;Si;No;No;Si;Si;Si;Si;0.36784;1.85
Hombre;0.25;200;0;4;;4;No;Si;No;No;No;No;No;No;13.452968;-88.327424;710.24585;No;Si;Si;Si;Si;Si;Si;0.12672;0.64
Hombre;1;800;0;4.9;;4.9;No;No;No;No;No;Si;No;No;13.797013;-88.284062;870.178223;No;Si;Si;Si;Si;Si;Si;1.63768;8.2
Hombre;0.6;600;0;6;;6;No;Si;No;No;No;Si;No;No;13.521678;-88.425332;597.711426;No;No;No;No;No;Si;Si;0.8712;4.8
Mujer;0.5;300;0;5;;5;No;No;No;No;Si;Si;No;No;13.747203;-88.196771;793.129883;No;Si;Si;Si;Si;Si;Si;0.1804;0.572
Hombre;0.7;300;25;6;5;5.9;No;Si;No;No;No;No;Si;No;13.437736;-88.48444;564.641357;Si;Si;Si;Si;No;Si;No;0.06424;1.27
Hombre;0.42;380;0;4;;4;Si;No;Si;No;No;Si;No;No;13.623102;-89.750746;85.617126;No;Si;Si;Si;Si;Si;No;0.67056;4.47392
Hombre;0.3;300;0;5;;5;No;No;No;Si;No;No;No;Si;13.20481;-88.534341;-9.352631;No;Si;Si;Si;No;No;Si;0.20592;1.13
Hombre;0.7;500;0;3;;3;No;Si;No;No;No;No;Si;No;13.51131;-89.35073;885;No;Si;No;Si;Si;Si;Si;0.10032;0.2904
Hombre;0.36;400;0;6;;6;No;No;No;Si;No;Si;No;Si;13.187229;-88.281978;17.723511;No;No;No;No;Si;Si;Si;0.8184;2.97
Hombre;0.35;250;0;5;;5;No;No;No;No;Si;Si;No;No;13.759721;-88.202731;947;No;Si;Si;Si;Si;Si;Si;0.37312;1.144
Mujer;6.16;0;1875;;4;4;No;Si;No;No;No;Si;No;No;13.5557;-89.34064;898;Si;Si;No;Si;Si;Si;No;2.05128;5.86432
Hombre;0.35;350;50;6;4;5.8;No;No;No;No;Si;Si;No;No;13.787554;-88.267797;904.025879;Si;Si;Si;Si;Si;Si;Si;0.57376;2.5
Hombre;2.8;250;650;5;4;4.3;Si;Si;No;No;No;No;No;No;13.409265;-88.87244;29;Si;Si;Si;Si;Si;Si;Si;1.10968;8.1
Hombre;1;800;0;5;;5;Si;Si;No;No;No;Si;No;No;13.476764;-89.214602;8.993408;No;Si;Si;Si;Si;Si;No;0.9328;1.6764
Hombre;0.35;280;0;5;;5;No;Si;No;No;No;Si;No;No;13.514653;-88.349486;549;No;Si;Si;Si;Si;No;Si;0.05984;0.3
Hombre;5.6;5000;0;13.4;;13.4;No;Si;No;No;No;No;No;No;13.661684;-88.875132;705.979004;No;Si;Si;Si;Si;No;Si;1.55936;11.49
Mujer;0.18;200;0;4;;4;No;Si;No;No;No;No;Si;No;13.317662;-88.291462;41.057617;No;No;No;Si;Si;Si;Si;0.28776;1.21
Hombre;1.5;860;60;6;5;5.9;No;No;No;No;Si;Si;No;No;13.653;-88.8093;488.026;Si;Si;Si;Si;Si;Si;No;0.14168;4.98
Hombre;1;500;0;5;;5;No;No;No;No;Si;Si;No;No;13.752734;-88.202239;907.651611;No;Si;Si;Si;Si;Si;Si;1.02608;3.85
Hombre;0.2;200;0;5;;5;No;Si;No;No;No;No;Si;No;13.47429;-88.399326;743.406128;No;Si;Si;No;Si;Si;Si;0.66264;3.6
Hombre;0.54;400;0;5;;5;No;Si;No;No;No;No;No;No;13.808695;-89.781157;868.910645;No;Si;Si;Si;Si;Si;No;0.18304;0.89936
Hombre;19.5;5427;4637;4.7;3.4;4.1;No;Si;No;No;No;Si;No;No;13.627004;-89.372295;1033.81262;Si;Si;Si;Si;Si;Si;No;1.27336;5.22192
Hombre;1.75;150;1000;5;5;5;Si;No;No;No;No;Si;No;No;13.38905;-88.74151;13;Si;Si;Si;Si;Si;Si;No;1.19944;8.45
Hombre;0.34;294;0;5;;5;Si;No;No;Si;No;No;No;Si;13.741553;-90.100433;4.989655;No;No;Si;Si;Si;No;No;0.16368;1.17568
Hombre;1;500;0;4;;4;No;No;No;No;Si;Si;No;No;13.75689;-88.209425;1045.93591;No;No;No;Si;Si;Si;Si;0.836;3.256
Hombre;0.35;200;0;5;;5;No;No;No;Si;No;Si;No;Si;13.260826;-88.370243;12.898132;No;Si;Si;Si;No;Si;Si;0.14168;1.75
Hombre;0.3;200;0;4;;4;No;Si;No;No;No;No;No;No;13.4661139;-88.2825056;849;No;Si;Si;Si;Si;Si;Si;0.04928;0.25
Hombre;0.7;250;250;6;4;5;No;No;No;No;No;Si;No;No;13.377392;-88.575118;161.539551;Si;Si;Si;No;Si;Si;No;0.08184;1.01
Hombre;6;500;6000;6;5;5.1;No;No;No;Si;No;No;No;Si;13.236519;-88.707852;-17.309845;Si;Si;No;Si;Si;Si;Si;3.85;16.2076
Hombre;4.9;0;3500;;6;6;No;No;No;No;No;No;Si;No;13.77426;-89.626566;724.740723;Si;Si;Si;Si;Si;No;Si;2.42;6.1292
Hombre;2;400;1100;6;5;5.3;No;No;No;No;No;Si;No;No;13.483928;-88.67301;22;Si;Si;Si;Si;Si;Si;Si;0.20504;3.62
Hombre;1.05;750;0;7;;7;No;No;No;No;No;Si;No;No;13.373521;-88.657516;18.945068;No;Si;Si;Si;No;Si;Si;0.15488;2.4
Hombre;0.44;221;0;6;;6;No;Si;No;No;No;No;No;No;13.813919;-89.869081;754.069336;No;Si;No;Si;Si;Si;No;0.17864;1.04808
Hombre;0.3;200;50;5;4;4.8;No;Si;No;No;No;No;No;No;13.500524;-88.321858;785.954346;Si;Si;Si;Si;Si;Si;Si;0.16456;0.83
Mujer;0.6;200;400;5;5;5;No;No;No;Si;No;Si;No;Si;13.332285;-88.6883;1.365601;Si;Si;Si;Si;Si;No;Si;1.276;6.79
Hombre;11.89;200;1050;5;4;4.2;No;Si;No;No;No;No;No;No;13.51234;-88.81304;219;Si;Si;Si;Si;Si;Si;No;1.61304;11.8
Mujer;0.64;508;0;6;;6;No;No;No;No;No;No;Si;No;13.763713;-89.64124;631.110107;No;Si;Si;Si;No;No;No;0.16016;0.49192
Hombre;1.4;900;0;6;;6;No;Si;No;No;No;No;No;No;13.80938;-89.70812;732;No;Si;No;Si;Si;Si;No;0.61248;4.092
Hombre;0.18;200;0;3;;3;No;Si;No;No;No;Si;Si;No;13.2125;-88.2656;131;No;Si;Si;No;No;No;Si;0.06336;0.4
Mujer;1;0;425;;3;3;Si;No;No;No;No;No;No;No;13.4145;-89.0655;15.0103;Si;Si;Si;Si;Si;Si;Si;0.28952;1.29
Mujer;1.05;800;0;4;;4;No;Si;No;No;No;Si;No;No;13.589456;-89.493232;450;No;Si;Si;Si;Si;Si;No;0.8184;1.3992
Hombre;0.4;300;0;4;;4;No;Si;No;No;No;No;No;No;13.4875;-88.3987;735.404;No;Si;Si;No;Si;Si;Si;0.39424;2.2
Hombre;0.35;150;0;5;;5;No;Si;No;No;No;No;No;No;13.3737;-88.4503;196.648;No;Si;Si;Si;No;Si;No;0.0528;0.48
Hombre;0.6;470;30;4;3;3.9;No;Si;No;No;No;No;No;No;13.508446;-88.317397;662.025146;Si;Si;Si;Si;Si;Si;Si;1.188;5.95
Hombre;0.66;250;0;4;;4;No;Si;No;No;No;No;Si;No;13.883698;-89.56426;910.592041;No;Si;No;Si;Si;Si;No;0.05984;0.1716
Mujer;1.68;250;250;6;5;5.5;No;No;No;No;No;Si;No;No;13.610006;-89.578928;323.358154;Si;Si;No;Si;No;No;No;0.13904;0.46728
Hombre;0.7;350;0;6;;6;No;Si;No;No;No;No;No;No;13.640962;-88.702025;748.493286;No;Si;Si;Si;Si;Si;Si;0.07568;1.39
Hombre;1.4;150;250;5.3;3.6;4.3;No;Si;No;No;No;No;No;No;13.595067;-88.948476;542.595947;Si;Si;Si;Si;Si;Si;Si;0.198;1.8
Hombre;1.34;0;1106;;5;5;No;Si;No;No;No;No;Si;No;13.771877;-89.657212;577.294434;Si;Si;Si;Si;Si;No;No;1.40272;4.48624
Mujer;3.15;3150;0;3;;3;No;Si;No;No;No;Si;No;No;13.637797;-89.569374;546.19458;No;Si;No;Si;No;Si;No;0.3476;1.5224
Hombre;1;700;100;4;4;4;Si;No;Si;No;No;Si;No;No;13.43584;-88.122186;81.134155;Si;Si;Si;No;Si;Si;Si;0.43824;2.2
Hombre;0.35;150;0;5;;5;No;Si;No;No;No;No;No;No;13.3748;-88.4548;195.228;No;Si;Si;Si;No;Si;No;0.06424;0.71
Hombre;0.7;250;150;7;5;6.3;No;Si;No;No;No;No;No;No;13.512611;-88.452717;668.272217;Si;Si;Si;Si;No;Si;Si;0.0572;1.67
Mujer;0.5;70;0;6;;6;No;Si;No;No;No;No;No;No;13.593266;-88.966121;377.298584;No;Si;Si;Si;Si;Si;Si;0.264;1.67
Hombre;1.4;1800;0;11.9;;11.9;No;Si;No;No;No;No;No;No;13.610828;-88.92355;665;No;Si;Si;Si;Si;Si;Si;0.48136;10.3
Hombre;1.4;400;400;6;4;5;No;Si;No;No;No;Si;Si;No;13.420727;-88.546811;448;Si;Si;Si;Si;No;Si;Si;0.1804;3.3
Hombre;1.35;710;50;6;5;5.9;Si;No;No;No;No;Si;No;No;13.6031;-88.6118;28.5;Si;Si;Si;Si;Si;Si;Si;0.10296;3.32
Hombre;0.7;600;0;4.2;;4.2;No;No;No;No;No;Si;No;No;13.920875;-89.43097;785;No;Si;No;No;Si;Si;Si;0.2112;0.95304
Hombre;2.2;1300;1000;4;7;5.3;No;Si;No;No;No;Si;No;No;13.478471;-88.277212;654.806526;Si;Si;Si;Si;Si;Si;Si;2.1692;11.3
Hombre;0.35;0;350;;4;4;No;No;No;No;Si;Si;No;No;13.6589;-88.8026;700.284;Si;Si;Si;Si;Si;Si;No;0.19008;1.4
Mujer;0.5;300;0;4;;4;No;No;No;No;Si;Si;No;No;13.753102;-88.213414;1519;No;Si;Si;Si;Si;Si;Si;0.3256;1.54
Hombre;0.66;300;0;4;;4;No;Si;No;No;No;No;Si;No;13.881226;-89.567413;938.368652;No;Si;No;Si;Si;Si;Si;0.1496;0.42504
Hombre;0.31;350;0;4;;4;No;No;Si;No;No;Si;No;No;13.744973;-88.151017;690;No;Si;Si;Si;Si;Si;Si;0.80784;3.454
Mujer;4;2900;100;4;3;4;No;No;No;No;Si;Si;No;No;13.743669;-88.215438;1003;Si;Si;Si;Si;Si;Si;Si;3.67312;13.09
Hombre;3.5;3000;0;3.7;;3.7;No;Si;No;No;No;Si;No;No;13.902157;-89.825876;927;No;Si;Si;Si;Si;Si;No;1.04368;4.68864
Hombre;0.17;100;0;4;;4;No;No;No;No;Si;Si;No;No;13.838385;-88.266348;417.60232;No;No;No;Si;Si;Si;Si;0.13816;0.66
Hombre;0.45;500;0;4;;4;No;No;No;No;No;Si;No;No;13.804883;-88.172511;775;No;Si;Si;Si;No;Si;Si;0.352;1.342
Mujer;2.24;0;1600;;4;4;No;Si;No;No;No;Si;No;No;13.622655;-89.469297;823.042066;Si;Si;Si;Si;Si;Si;No;0.8096;1.2188
Hombre;1.4;1000;0;9;;9;No;Si;No;No;No;Si;Si;No;13.411576;-88.508589;347.958923;No;Si;Si;Si;No;Si;Si;0.22792;4.42
Hombre;1.12;802;0;5;;5;No;Si;No;No;No;No;No;No;13.772014;-89.715953;512;No;Si;Si;Si;Si;Si;No;0.38896;2.56736
Hombre;0.7;425;25;6;5;5.9;No;Si;No;No;No;No;No;No;13.513038;-88.438243;-9.236023;Si;Si;Si;Si;No;Si;Si;0.07744;1.92
Hombre;1;0;800;;5;5;No;Si;No;Si;No;No;No;Si;13.290577;-88.446956;10.228;Si;Si;Si;Si;No;No;Si;0.73832;3.73
Hombre;0.64;500;0;4;;4;No;No;No;No;Si;Si;No;No;13.433122;-88.10116;721;No;Si;Si;Si;Si;Si;Si;0.1144;0.99
Hombre;0.49;550;0;7.3;;7.3;No;Si;No;No;No;No;No;No;13.619274;-88.94147;548;No;Si;Si;Si;Si;Si;Si;0.198;3.29
Mujer;0.18;200;0;4;;4;No;No;No;No;Si;Si;No;No;13.798947;-88.249317;982.575929;No;Si;Si;Si;Si;Si;Si;0.08008;0.33
Hombre;0.5;400;0;4;;4;No;No;Si;No;No;Si;No;No;13.756215;-88.166167;1069.39579;No;Si;Si;Si;Si;Si;Si;0.66616;2.904
Hombre;0.62;461;0;6;;6;Si;Si;No;No;No;Si;No;No;13.670346;-89.731205;160;No;Si;Si;Si;Si;Si;No;0.4092;2.66112
Hombre;0.7;220;40;5;4;4.8;No;Si;No;No;No;No;No;No;13.525428;-88.943922;158;Si;Si;Si;Si;Si;Si;Si;0.03168;0.28
Hombre;0.045;50;0;4;;4;No;No;No;No;No;Si;No;No;13.848535;-88.139338;353.488892;No;Si;Si;Si;No;Si;No;0;0.25
Hombre;0.35;280;0;3;;3;No;Si;No;No;No;No;Si;No;13.592764;-88.875488;1032.615967;No;Si;Si;Si;Si;No;No;0.20592;1.59
Hombre;1.4;800;200;6;4;5.6;No;Si;No;No;No;No;No;No;13.430105;-88.58526;297.486145;Si;Si;Si;No;Si;Si;Si;0.17952;3.81
Hombre;0.35;450;0;4;;4;Si;Si;No;No;No;Si;No;No;13.740003;-89.737527;380;No;Si;No;Si;No;Si;No;0.16104;0.78408
Hombre;2.5;500;0;7;;7;No;Si;No;No;No;No;No;No;13.616976;-88.932005;601.834961;No;Si;Si;Si;Si;Si;Si;0.23672;4.29
Mujer;0.27;300;0;6;;6;No;No;No;No;Si;Si;No;No;13.936832;-88.174297;894.937256;No;Si;Si;Si;Si;Si;Si;0.90904;1.4784
Hombre;0.7;400;0;4;;4;No;Si;No;No;No;No;No;No;13.5035857;-88.3498742;640;No;Si;No;No;Si;Si;Si;0.61864;3.1
Hombre;0.09;100;0;7;;7;Si;No;No;No;No;Si;No;No;13.589803;-88.576358;-0.717377;No;Si;No;No;Si;Si;Si;0.0308;0.18128
Hombre;2.1;1150;50;8;3;7.8;No;Si;No;No;No;No;No;No;13.450189;-88.487107;664;Si;Si;Si;Si;Si;Si;Si;0.1408;5.61
Hombre;0.25;200;0;4;;4;Si;Si;No;No;No;Si;No;No;13.533793;-88.52625;465.74621;No;Si;Si;No;Si;Si;Si;0.11352;0.60368
Hombre;0.63;150;0;6;;6;No;No;No;No;No;Si;No;No;13.632092;-89.574091;548.902832;No;Si;No;Si;No;Si;No;0.25784;0.96448
Hombre;2.63;0;2500;;3.7;3.7;Si;No;No;No;No;No;Si;No;13.705391;-89.335637;692.200772;Si;Si;Si;Si;Si;Si;No;1.716;1.342
Hombre;0.7;350;150;4;4;4;No;Si;No;No;No;No;No;No;13.4829;-88.4055;845.812;Si;Si;Si;Si;No;Si;Si;0.6952;4
Hombre;0.45;420;80;4;3;3.8;No;No;No;No;Si;Si;No;No;13.865458;-88.209019;461.175017;Si;Si;Si;Si;No;Si;Si;0.78056;4.432
Hombre;1.2;1050;150;5;4;4.9;No;No;No;No;No;Si;No;No;13.4348;-88.1315;1135;Si;Si;Si;Si;Si;Si;Si;2.72008;10.23
Hombre;0.57;236;0;5;;5;Si;Si;No;No;No;No;No;No;13.706999;-89.431498;596.901123;No;Si;Si;Si;Si;Si;No;0.20416;0.91608
Mujer;4.9;1587;35;5;4;5;No;No;No;No;Si;Si;No;No;13.514651;-88.488978;1036.20764;Si;Si;Si;Si;Si;Si;Si;0.98912;5.08288
Mujer;0.35;300;0;5;;5;No;No;No;No;Si;Si;No;No;13.812288;-88.253724;889.549072;No;Si;Si;Si;Si;Si;Si;0.26488;0.99
Mujer;2.8;1600;400;7;4;6.4;No;Si;No;No;No;No;No;No;13.442088;-88.558132;480.752014;Si;Si;Si;Si;Si;Si;Si;0.21736;4.97
Hombre;3.09;2500;0;4;;4;No;Si;No;No;No;Si;No;No;13.945418;-89.821384;560;No;Si;Si;Si;Si;Si;No;0.1276;0.62216
Hombre;1.35;908;0;5;;5;Si;Si;No;No;No;Si;No;No;13.759152;-89.489838;584.602539;No;Si;No;Si;Si;No;No;0.32032;1.26456
Hombre;0.7;500;0;5;;5;No;No;No;No;No;Si;No;No;13.922576;-89.425563;729.957764;No;Si;No;Si;Si;Si;Si;0.45584;2.12432
Hombre;0.45;0;398;;6;6;No;No;Si;No;No;No;No;No;13.69938;-89.836689;170.015137;Si;No;Si;Si;Si;Si;No;0.08272;0.39336
Mujer;0.46;354;0;6;;6;No;Si;No;No;No;No;No;No;13.747304;-89.727526;416.87793;No;Si;Si;Si;Si;Si;No;0.95568;5.18672
Hombre;0.7;375;50;7;5;6.8;No;Si;No;No;No;Si;No;No;13.505896;-88.555404;798;Si;Si;Si;Si;Si;Si;Si;0.08712;1.7
Hombre;1;700;200;6;5;5.8;No;Si;No;No;No;Si;No;No;13.521147;-88.416044;543.547119;Si;Si;Si;No;Si;Si;Si;1.5312;8.15
Hombre;0.3;200;0;4;;4;No;No;No;No;Si;Si;No;No;13.448619;-88.368213;559.464983;No;Si;Si;No;Si;Si;Si;0.17512;0.88
Hombre;0.35;100;0;5;;5;No;Si;No;No;No;Si;No;No;13.4192;-88.6052;197.428;No;Si;Si;No;Si;Si;Si;0.01056;0.15
Hombre;1.75;300;200;14.3;4;10.2;No;Si;No;No;No;No;No;No;13.603846;-88.943125;579.989014;Si;Si;Si;Si;Si;Si;Si;0.31944;4.84
Hombre;1;800;0;5;;5;No;No;No;No;Si;Si;No;No;13.798448;-88.246065;988.416504;No;Si;No;Si;Si;Si;Si;1.53208;6.6
Hombre;0.7;670;30;5;4;5;No;Si;No;No;No;Si;No;No;13.523848;-88.395822;460.687256;Si;Si;Si;No;No;Si;Si;0.8404;4.5
Hombre;12.31;10998;0;4;;4;No;Si;No;No;No;Si;No;No;13.595992;-89.443695;800;No;Si;Si;Si;Si;Si;No;1.32;1.4036
Hombre;0.7;425;0;6;;6;No;No;No;No;No;Si;No;No;13.426667;-88.622109;192.72937;No;Si;Si;Si;No;Si;Si;0.18656;2.5
Hombre;1.8;1600;0;5;;5;No;Si;No;No;No;No;No;No;13.515146;-88.459188;681.44873;No;Si;Si;No;Si;Si;Si;0.64944;3.3176
Mujer;1;400;600;5;4;4.4;No;No;No;No;Si;Si;No;No;13.766222;-88.275766;829.649902;Si;Si;No;No;No;Si;Si;0.91784;4.6
Hombre;3.6;3240;0;5;;5;No;Si;No;No;No;Si;No;No;13.753827;-89.829606;435;No;No;Si;Si;Si;Si;No;0.42504;2.44112
Hombre;0.23;100;50;5;2;4;No;Si;Si;No;No;Si;Si;No;13.410576;-88.202399;122.047729;Si;Si;Si;No;Si;Si;Si;0.10296;0.52
Mujer;0.53;500;0;6;;6;No;No;No;No;Si;Si;No;No;13.7873;-88.2696;913.433;No;Si;Si;Si;No;Si;Si;0.75328;3.78
Hombre;1;200;350;11;6;7.8;No;No;No;No;No;Si;No;No;13.398859;-88.611874;126.378418;Si;Si;Si;Si;Si;Si;Si;0.16984;2.72
Hombre;0.94;422;0;6;;6;No;Si;No;No;No;No;No;No;13.79195;-89.707051;655;No;Si;Si;Si;Si;Si;No;0.45584;3.1416
Mujer;1.5;1500;0;6;;6;No;Si;No;No;No;Si;No;No;13.5077778;-88.3275;705;No;Si;Si;Si;Si;Si;Si;2.46752;12.35
Hombre;0.6;300;0;4;;4;No;Si;No;No;No;No;No;No;13.495065;-88.392646;608;No;No;No;No;No;Si;Si;0.814;4.45
Hombre;0.35;250;0;6;;6;No;Si;No;No;No;No;No;No;13.480844;-88.392052;686;No;Si;Si;No;No;Si;Si;0.5236;2.85
Mujer;0.4;350;0;4;;4;No;Si;No;No;No;No;No;No;13.467703;-88.378699;539.912493;No;Si;Si;Si;Si;Si;Si;0.3608;2.03
Hombre;0.44;117;60;5;4;4.7;No;Si;No;No;No;No;No;No;13.772129;-89.710726;450;Si;Si;No;Si;Si;Si;No;0.17864;1.06312
Hombre;0.5;300;0;4;;4;No;No;Si;No;No;Si;No;No;13.722698;-88.227379;949.463746;No;Si;Si;Si;Si;Si;Si;0.65296;2.86
Hombre;2.28;788;0;6;;6;No;Si;No;No;No;Si;Si;No;13.721429;-89.56596;510.422424;No;Si;No;Si;Si;Si;No;0.4928;2.19648
Mujer;0.3;300;0;5;;5;No;Si;No;No;No;No;No;No;13.4850867;-88.3734482;678;No;Si;Si;No;No;Si;Si;0.7084;3.85
Hombre;0.8;758;0;6;;6;No;Si;No;No;No;Si;No;No;13.806508;-89.919979;516.490479;No;No;Si;Si;Si;No;No;0.15048;0.9548
Hombre;1;600;0;5;;5;No;No;No;No;No;Si;No;No;13.713575;-88.272822;785.30896;No;Si;No;Si;Si;Si;Si;0.96272;4.83
Mujer;0.4;300;100;6;5;5.8;No;No;No;No;No;Si;No;No;13.335921;-88.641442;4.138977;Si;Si;Si;Si;Si;No;Si;1.06392;6.23
Hombre;1.5;1200;0;6;;6;No;No;No;No;Si;Si;No;No;13.795;-88.2657;915.841;No;Si;Si;Si;Si;No;Si;2.63296;9.55
