Sexo productor,Área (Ha),Edad promedio plantas,Densidad (plantas/Ha),Tipo suelo,Latitud,Longitud,Altura,Porcentaje injertación,Aplica poda,Maneja sombra,Fertilización orgánica,Fertilización química,Presencia de plagas/ enfermedades,Recibe AT,Perdidas (qq),Produccion efectiva (qq)
Hombre,1,6,800,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.282811,-88.454914,8.531799,0,1,1,Si,No,1,1,0.36432,2.45
Hombre,1,5,700,Andisoles,13.618626,-88.933401,606,0,1,1,Si,Si,0,1,0.10032,0.85
Mujer,0.4,5,750,"Latosoles Arcillo Rojizos, Andisoles",13.3203,-88.2552,525,0,1,1,No,No,0,1,0.40392,2.3
Hombre,0.39,6,866.67,Andisoles,13.802134,-89.730056,640.886597,0,1,0,Si,Si,0,0,0.46728,1.678
Hombre,0.28,4,1135.71,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.793297,-88.231046,1057.82788,0,1,0,Si,Si,0,1,0.15312,0.726
Mujer,0.62,6,743.55,Latosoles Arcillo Rojizos,13.964076,-89.856594,695.906494,100,1,1,Si,Si,0,0,0.76912,4.12808
Hombre,2.19,5,1022.83,"Latosoles Arcillo Rojizos, Andisoles",13.781926,-89.799352,611.135742,0,1,0,No,Si,0,0,0.20768,0.76824
Hombre,0.88,6.8,678.57,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.679311,-88.772345,537,5.3,1,1,Si,Si,1,1,0.51392,3.04
Hombre,0.7,5.3,1071.43,Andisoles,13.657446,-88.881716,738.147339,33.3,1,1,Si,Si,0,1,0.4884,3.11
Mujer,0.16,4,1250,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.793791,-88.230979,1050.5592,0,1,0,Si,Si,0,1,0.29568,1.914
Hombre,24.15,3.4,277.43,Latosoles Arcillo Rojizos,13.632424,-89.531419,676,85.1,1,0,Si,Si,1,0,1.97208,9.48112
Hombre,1.4,4,642.86,"Regosoles y Halomorficos, Aluviales",13.3837,-88.75474,17,100,1,1,Si,Si,0,1,1.26016,11.95
Hombre,0.4,5.9,1000,Andisoles,13.481667,-88.409444,887,5,1,1,Si,No,0,1,0.4796,2.59
Hombre,0.7,5.5,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.293518,-88.566062,7.256409,46.4,1,1,Si,Si,1,1,0.96272,5.0704
Hombre,0.7,5.5,650,Litosoles,13.678932,-88.766106,492.052734,46.2,1,1,Si,Si,0,1,0.30624,2.5
Hombre,0.7,6,714.29,"Latosoles Arcillo Rojizos, Andisoles",13.40685,-88.578433,242.787659,0,1,1,No,No,0,0,0.08536,0.99
Hombre,0.04,5,1250,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.447422,-88.235929,485.740417,0,1,1,Si,Si,0,1,0.04928,0.25
Hombre,1.4,5,1111.43,Andisoles,13.764951,-89.705913,429.647095,0,1,1,Si,Si,0,0,1.11584,6.69152
Mujer,0.36,6,1111.11,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos",13.189169,-88.28268,10.740906,0,0,1,Si,Si,0,1,0.25168,0.99
Hombre,0.65,6.8,153.85,Andisoles,13.615625,-88.940908,554.862061,10,1,1,Si,No,0,1,0.12672,1.08
Mujer,3.5,5,1000,Andisoles,13.303179,-88.584404,-1.106018,100,1,1,Si,Si,1,1,3.696,20.426
Hombre,0.36,4,1111.11,Latosoles Arcillo Rojizos,13.891444,-88.111381,735,0,1,1,Si,No,0,1,0.18304,0.28
Hombre,0.18,4,1111.11,Latosoles Arcillo Rojizos,13.899715,-88.113931,828.249356,0,1,1,Si,No,0,1,0.13816,0.25
Hombre,0.25,7,672,"Andisoles, Litosoles",13.760537,-89.661879,502,0,1,1,Si,Si,1,1,0.62128,2.046
Hombre,1.82,6,1098.9,Andisoles,13.389166,-88.418917,200.671814,0,1,1,Si,Si,0,1,1.35256,7.0572
Hombre,2.94,6,1081.08,Andisoles,13.708279,-89.473564,852,0,1,0,No,Si,0,1,6.15384,32.26608
Hombre,0.7,5,1111.43,Aluviales,13.755461,-89.398049,471.33313,100,0,0,,,1,0,0.06336,0.25608
Hombre,0.35,3.9,857.14,Latosoles Arcillo Rojizos,13.592133,-88.374588,300.540405,10,1,1,No,Si,0,1,0.5412,3
Hombre,3.15,6.5,507.94,Andisoles,13.610059,-88.922671,676,20.6,1,1,Si,Si,0,1,0.2244,5.7
Hombre,1.1,4.5,545.45,Andisoles,13.611359,-88.960994,404,25,1,1,Si,Si,0,1,0.09944,1.03
Mujer,0.09,5,1111.11,Latosoles Arcillo Rojizos,13.795116,-88.172133,800,0,1,1,Si,No,0,1,0.1056,0.37
Hombre,0.7,7,642.86,"Latosoles Arcillo Rojizos, Andisoles",13.509022,-88.547792,897,0,1,1,Si,Si,0,1,0.08008,1.22
Hombre,0.045,4,1111.11,Latosoles Arcillo Rojizos,13.767245,-88.065508,520,0,1,1,Si,No,0,1,0,0.25
Hombre,1.4,4,357.14,"Latosoles Arcillo Rojizos, Andisoles",13.789619,-89.849869,632.985596,0,1,0,Si,Si,0,0,0.02376,0.202
Hombre,1.31,5.9,1138,Litosoles,13.767485,-89.62726,687,100,1,1,Si,Si,1,1,2.18416,5.58184
Mujer,0.35,4,342.86,Latosoles Arcillo Rojizos,13.72559,-88.22004666,1083.9,0,1,1,Si,Si,0,1,0.33176,1.386
Hombre,1.79,6,286.03,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.70684,-89.553918,527.983032,0,1,0,No,No,0,0,0.30624,1.2848
Hombre,2,4,475,"Latosoles Arcillo Rojizos, Grumosoles",13.710704,-89.843137,209.863403,0,0,1,Si,Si,0,0,0.18656,1.09824
Hombre,0.4,4,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.89265,-88.151688,735,0,1,1,Si,Si,0,0,0.01144,0.5
Hombre,2.45,6,1469.39,Grumosoles,13.579486,-89.800538,29.728394,0,0,1,Si,No,0,0,0.08712,0.48488
Hombre,0.54,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.809251,-88.192306,649.595059,0,1,1,Si,Si,0,1,1.02256,3.316
Hombre,0.5,4,1000,Latosoles Arcillo Rojizos,13.854235,-88.153657,375,0,1,1,Si,Si,0,1,0.4884,1.804
Hombre,0.63,5,1028.57,"Latosoles Arcillo Rojizos, Grumosoles, Regosoles y",13.652466,-89.921519,-4.53949,0,0,1,Si,Si,1,0,0.11176,0.6864
Hombre,0.35,7,857.14,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.596982,-88.932165,611,0,1,1,Si,Si,0,1,0.15928,3.87
Hombre,1.75,6,1000,"Latosoles Arcillo Rojizos, Aluviales, Litosoles",13.6794,-89.7094,178,0,1,1,Si,Si,0,0,2.23168,14.24544
Hombre,1,6,1100,Latosoles Arcillo Rojizos,13.911851,-88.128727,804.585693,0,1,1,Si,No,0,1,0.75152,3.08
Hombre,2,3.9,750,Andisoles,13.478173,-88.358425,926.288958,6.7,1,1,Si,Si,1,1,1.99232,9.98
Hombre,7.75,4,451.61,"Andisoles, Aluviales, Litosoles",13.739056,-89.633328,483,100,1,1,Si,Si,1,1,2.75088,11.95
Hombre,2,6,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.441939,-88.313358,526.258057,2.5,1,1,Si,Si,0,1,3.0008,15.05
Hombre,2,3,750,"Litosoles, Andisoles, Aluviales",13.43408,-89.154838,10.506863,0,1,1,Si,Si,0,0,0.924,1.4828
Hombre,0.59,4,930.51,"Latosoles Arcillo Rojizos, Andisoles",13.759959,-89.774286,502.183594,0,1,1,Si,Si,0,0,0.28864,1.59192
Hombre,0.5,6,1020,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.943005,-88.192985,761.68689,0,1,1,Si,Si,0,1,1.36136,5.488
Hombre,1.5,7.1,866.67,Latosoles Arcillo Rojizos,13.951769,-88.149203,663,0,1,1,Si,Si,0,1,3.58072,25.848
Hombre,5.67,3,1111.11,Latosoles Arcillo Rojizos,13.932513,-89.72932,913.419434,100,1,1,Si,Si,0,0,1.70368,8.92056
Hombre,0.54,4,370.37,"Litosoles, Andisoles",13.885288,-89.563963,928.382656,0,1,0,Si,Si,0,0,0.15664,0.44616
Hombre,1,4,800,"Latosoles Arcillo Rojizos, Grumosoles",13.72360333,-88.223205,988.9,0,1,1,Si,Si,0,1,2.23432,8.646
Hombre,1.8,5.3,647.78,"Latosoles Arcillo Rojizos, Andisoles",13.685128,-89.577727,610.1698,0,1,0,Si,No,1,0,0.3916,1.61304
Mujer,0.48,4,833.33,Latosoles Arcillo Rojizos,13.4257,-88.1256,750,0,1,1,Si,Si,0,1,0.748,3.432
Mujer,1.58,3.7,712.03,Latosoles Arcillo Rojizos,13.910947,-89.439413,893.401489,0,1,0,No,Si,0,1,0.63272,3.09232
Mujer,0.6,3.8,416.67,Andisoles,13.618836,-88.942722,547,0,1,1,Si,Si,0,0,0.13024,1.12
Mujer,1.6,5,1000,"Andisoles, Litosoles",13.477149,-88.559799,799.136841,0,1,1,Si,No,0,1,1.67112,8.81232
Mujer,0.74,6,447.3,Andisoles,13.74708,-89.727528,407.760254,0,1,1,Si,Si,0,0,0.46112,2.47456
Hombre,0.98,4,816.33,"Litosoles, Andisoles",13.51252,-89.34755,821,0,1,1,Si,Si,0,1,0.22352,0.63976
Hombre,0.7,5.6,714.29,"Andisoles, Litosoles",13.422373,-88.568137,309.714722,40,1,0,No,Si,0,0,0.10472,1.1
Hombre,1,4,1200,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.791129,-88.245666,1044.63098,100,0,1,No,No,0,1,1.20824,0.55
Hombre,0.53,6,849.06,Andisoles,13.804253,-89.731387,653.083008,0,1,1,Si,Si,0,0,0.34496,0.93848
Hombre,0.9,4,888.89,"Latosoles Arcillo Rojizos, Andisoles",13.517129,-88.335269,709.19789,0,1,1,Si,Si,0,1,0.74976,3.7488
Hombre,9.1,4.4,945.82,Latosoles Arcillo Rojizos,13.592944,-89.533561,530.920776,100,1,1,Si,Si,0,0,0.9284,1.122
Hombre,0.57,3,766.67,Aluviales,13.71454,-89.658353,363,0,1,1,Si,Si,1,0,0.89408,3.71
Hombre,1.5,4,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.759356,-88.215926,1128.13366,0,1,1,Si,Si,0,1,1.69224,9.79
Mujer,0.11,5,928.57,"Latosoles Arcillo Rojizos, Andisoles",13.764208,-89.768695,553.974365,0,1,1,Si,Si,0,0,0.26136,1.46168
Hombre,0.66,5,612.12,"Latosoles Arcillo Rojizos, Andisoles",13.778981,-89.766745,649,0,1,1,Si,Si,0,0,0.49808,3.14512
Hombre,6.58,4,2001,Grumosoles,13.560832,-89.80673,-1.309937,0,0,1,Si,Si,0,0,0.46904,2.83192
Hombre,0.4,6,1000,"Andisoles, Litosoles",13.498212,-88.402363,686.847656,0,1,1,Si,Si,0,1,0.5808,3.2
Hombre,0.76,6,622.37,"Andisoles, Aluviales",13.706374,-89.413029,576.862793,0,1,0,No,Si,0,1,0.23232,1.08592
Hombre,1.2,5.8,1000,Andisoles,13.662462,-88.892869,665,16.7,1,1,Si,Si,0,1,0.83072,5.16648
Hombre,10.55,3.9,1033.84,Andisoles,13.810377,-89.8621,721.446219,0,0,0,Si,Si,0,0,0.97944,0.4356
Hombre,4.5,4.9,777.78,"Andisoles, Litiosoles",13.502602,-88.304234,633.561523,8.6,1,1,No,Si,0,1,6.48648,31.95
Mujer,0.2,4,1000,"Andisoles, Litiosoles",13.262398,-88.1804,840,0,1,1,Si,Si,0,1,0.24024,1.21
Hombre,0.74,4.6,1081.08,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.778767,-88.273328,834.321411,37.5,1,1,Si,Si,0,1,0.70752,3.55
Hombre,0.51,5,703.92,"Latosoles Arcillo Rojizos, Grumosoles",13.997157,-89.842097,650,100,1,1,Si,Si,0,0,0.09416,0.83072
Mujer,0.74,4,614.86,Latosoles Arcillo Rojizos,13.751707,-89.833706,255.432164,0,0,0,,,1,0,0.1056,0.54648
Hombre,4.55,6,800,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.248458,-88.343093,16,0,1,0,Si,Si,0,1,0.21824,4.82
Hombre,1.4,4,1110,"Latosoles Arcillo Rojizos, Litosoles, Andisoles",13.929822,-89.52235,753.79647,100,1,0,Si,Si,0,0,0.84216,3.9068
Hombre,0.3,5,1000,Andisoles,13.486719,-88.399089,744.52296,0,1,1,No,Si,0,1,0.73656,4.068
Mujer,0.27,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.94781,-88.214255,856.876831,0,1,1,Si,No,0,1,0.4136,1.116
Mujer,0.7,6,1066.67,"Andisoles, Litosoles",13.770842,-89.680633,529.530029,0,1,1,Si,Si,1,1,1.34728,4.12632
Hombre,0.91,6,1098.9,"Latosoles Arcillo Rojizos, Aluviales",13.539468,-89.633108,1.760956,0,1,0,Si,No,1,0,0.22616,0.82192
Hombre,0.5,5.2,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.326326,-88.683748,0.238373,80,1,1,Si,Si,1,1,0.59928,2.97
Hombre,2,6.1,356,"Andisoles, Aluviales",13.496851,-89.036597,79.413174,30.2,1,1,Si,Si,0,1,0.28248,2.08
Hombre,1.4,4,857.14,"Latosoles Arcillo Rojizos, Grumosoles, Andisoles",14.065292,-89.740917,673.294888,0,1,0,Si,Si,0,0,0.92664,2.64792
Hombre,0.34,6,800,Andisoles,13.788642,-89.70924,601.525513,0,1,0,No,Si,0,0,0.29304,3.1188
Hombre,0.84,4.5,476.19,Andisoles,13.593517,-88.94434,535.559937,37.5,1,1,Si,Si,0,1,0.33616,2.53
Mujer,1,5,700,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.933614,-88.194651,763.815186,0,1,1,Si,Si,0,1,1.02696,4.0568
Mujer,1.05,4,952.38,"Regosoles y Halomorficos, Aluviales",13.34496,-88.73225,11,100,0,0,,,1,0,0.86592,6.3
Hombre,1.4,4,1527.14,Latosoles Arcillo Rojizos,13.91996,-89.428187,780,0,1,0,No,Si,0,0,0.198,0.9504
Hombre,1.76,4,171.59,"Latosoles Arcillo Rojizos, Andisoles",13.943883,-89.796025,540,0,1,1,Si,Si,0,0,0.37488,1.95888
Hombre,0.22,4,1136.36,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.806432,-88.192096,682,0,1,1,Si,No,0,1,0.58432,1.524
Hombre,0.45,5,911.11,"Latosoles Arcillo Rojizos, Grumosoles, Regosoles y",13.660162,-89.867676,33.374329,0,0,1,Si,Si,1,0,0.18656,1.01024
Mujer,0.2,6,1000,Andisoles,13.476502,-88.382164,560.572754,0,1,1,No,No,0,1,0.4532,2.7
Mujer,0.35,5,885.71,Andisoles,13.632515,-89.62682,232,0,1,0,Si,Si,0,0,0.35904,1.79872
Hombre,1.4,6,428.57,"Latosoles Arcillo Rojizos, Litosoles, Andisoles",13.417578,-88.550961,402,0,0,1,Si,Si,0,1,0.2024,3.14
Hombre,0.09,5,1111.11,"Andisoles, Litosoles",13.426827,-88.226864,342.362183,0,0,1,Si,Si,1,1,0.0396,0.2
Hombre,1.38,5,1079.71,"Litosoles, Andisoles, Aluviales",13.471315,-89.190905,21,0,1,1,Si,Si,0,0,1.078,1.3024
Hombre,4.9,6.4,326.53,Andisoles,13.507742,-88.436871,701.419189,15.6,0,1,Si,No,0,1,0.12936,5.38
Hombre,1.05,3,952.38,Latosoles Arcillo Rojizos,13.967365,-89.86718,686.344849,100,1,1,Si,Si,0,0,3.35808,16.76576
Hombre,0.48,6,527.08,"Andisoles, Aluviales",13.713908,-89.405674,635.076416,0,1,0,Si,Si,0,1,0.34408,1.64648
Hombre,0.17,5,870.59,Latosoles Arcillo Rojizos,13.762991,-89.938923,218,0,1,1,Si,Si,0,0,0.154,0.8536
Mujer,0.36,4,1111.11,Latosoles Arcillo Rojizos,13.808854,-88.167987,580.65646,0,1,1,Si,Si,0,1,0.5676,2.416
Hombre,0.35,4.8,571.43,"Latosoles Arcillo Rojizos, Aluviales",13.601004,-88.613979,16.031372,93.8,1,0,Si,Si,1,1,0.28336,2.08
Mujer,0.4,4,1000,Latosoles Arcillo Rojizos,13.859973,-88.183914,694,0,1,1,Si,No,0,1,0.26224,0.552
Hombre,1.35,6,762,"Latosoles Arcillo Rojizos, Aluviales",13.599167,-88.604167,29,77,1,1,Si,Si,0,1,0.83248,5.81
Hombre,0.36,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.796372,-88.238839,1000.0996,0,1,1,Si,Si,0,1,0.01408,0.11
Hombre,0.8,6,1093.75,"Latosoles Arcillo Rojizos, Aluviales",13.581476,-88.566157,44.334473,0,1,0,No,Si,0,1,0.56496,2.93744
Hombre,0.09,4,1111.11,Latosoles Arcillo Rojizos,13.801629,-88.173889,814,0,1,1,Si,Si,0,0,0.5896,0.83
Hombre,0.7,5,428.57,Andisoles,13.517465,-88.953393,143,0,1,1,Si,Si,0,0,0.13288,1.08
Hombre,1.32,6,1026,"Latosoles, Arcillo Rojizos, Aluviales, Grumosoles",13.695056,-89.991503,-4.465485,0,0,1,Si,Si,1,0,0.43384,2.8028
Hombre,22.05,3.4,958.14,"Latosoles Arcillo Rojizos, Grumosoles",14.009071,-89.623553,690.401489,10.6,1,0,Si,Si,0,1,2.92424,8.35648
Hombre,0.73,5.5,547.95,Andisoles,13.594967,-88.968599,353.30896,25,1,1,Si,Si,0,1,0.23056,3.04
Hombre,0.35,5,428.57,Andisoles,13.604027,-88.950158,528,0,1,1,Si,No,0,1,0.05984,0.22
Mujer,0.45,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.799958,-88.219355,994.286987,0,1,1,Si,Si,0,1,0.0132,0.066
Hombre,0.11,5,290.91,"Latosoles Arcillo Rojizos, Andisoles",13.947815,-89.808998,500,0,1,1,Si,Si,0,0,0.08712,0.50248
Hombre,0.7,5,571.43,Andisoles,13.525145,-88.946714,143,20,1,1,Si,Si,0,1,0.05016,0.57
Hombre,2.3,3.6,565.22,Andisoles,13.553208,-88.974622,257.665022,38.5,1,1,Si,Si,0,1,0.02112,0.36
Hombre,1,4.8,1802,Latosoles Arcillo Rojizos,13.918364,-89.444856,856.80127,0,1,0,No,Si,0,1,0.65648,3.05888
Hombre,1.05,4,1142.86,Latosoles Arcillo Rojizos,14.192077,-89.349138,627.039723,0,1,1,Si,Si,0,0,1.95624,5.59416
Hombre,7.26,5.6,1165.2,"Aluviales, Andisoles",13.705856,-89.425449,565.384277,100,1,0,No,Si,0,1,14.62912,76.2872
Hombre,0.8,5.6,1000,Latosoles Arcillo Rojizos,13.386256,-88.685114,26.879272,37.5,1,1,Si,Si,1,1,1.63856,9.53
Mujer,0.8,5.8,1000,Latosoles Arcillo Rojizos,13.386656,-88.683658,15.667053,25,1,1,Si,Si,1,1,1.49072,7.59
Mujer,0.6,3.5,1000,Latosoles Arcillo Rojizos,13.793333,-88.1725,905,50,1,1,Si,No,0,1,1.73448,6.644
Mujer,0.15,4,740,Andisoles,13.772717,-89.711325,450,0,1,0,Si,Si,0,0,0.10736,0.72232
Hombre,4.9,5.8,204.08,Andisoles,13.593824,-88.952407,512,10,1,1,Si,Si,0,1,0.28248,3.48
Hombre,1.05,6,285.71,Andisoles,13.591037,-88.973222,391.139526,0,1,1,Si,Si,0,1,0.30888,2.26
Hombre,0.7,5.6,714.29,"Andisoles, Litosoles",13.422918,-88.555499,355.19397,40,1,1,Si,No,0,1,0.16984,2.74
Hombre,0.35,6,857.14,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.460121,-88.358109,724.340594,0,1,1,No,Si,0,1,0.68112,3.42
Hombre,0.63,5,619.05,Andisoles,13.544129,-89.640797,49,0,1,0,Si,No,0,0,0.01408,0.06952
Hombre,0.6,5,1000,Latosoles Arcillo Rojizos,13.319292,-88.652766,5.75116,0,1,1,Si,No,1,1,0.75592,4.13
Hombre,0.54,3.7,1111.11,Latosoles Arcillo Rojizos,13.808358,-88.173098,742.654663,33.3,1,1,Si,No,0,1,0.98736,6.248
Hombre,0.6,7,833.33,"Latosoles Arcillo Rojizos, Aluviales",13.599914,-88.582261,30.75647,100,0,0,,,1,0,0.22528,0.6
Hombre,2.8,6.3,714.29,Andisoles,13.506316,-88.517902,1000,25,1,1,Si,No,0,1,0.20152,13.78
Hombre,2.8,6,870.71,Andisoles,13.727908,-89.476575,694.165527,100,1,0,Si,No,1,0,0.4576,1.83744
Hombre,18,3.2,833.33,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.914114,-88.15263,844.584208,0,1,1,Si,Si,0,1,0.01232,0.088
Hombre,1.8,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.878416,-88.212761,300,0,1,1,Si,No,0,1,0.3036,2.464
Hombre,8.6,4.9,1000,"Andisoles, Litosoles",13.515247,-88.499174,942.069824,11.6,1,1,Si,Si,0,1,4.94472,25.1064
Hombre,0.5,5,1000,Latosoles Arcillo Rojizos,13.898716,-88.16096,701,0,1,1,Si,No,0,1,0.40744,1.682
Hombre,0.3,6,1083.33,Andisoles,13.482933,-88.403007,827.472235,0,1,1,Si,Si,0,1,0.45232,2.35
Hombre,0.8,5,600,Latosoles Arcillo Rojizos,13.748142,-89.827515,391.990479,0,0,1,Si,Si,0,0,0.15488,0.84832
Mujer,0.8,5.3,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.28352,-88.560597,4.897827,75,1,1,Si,Si,1,1,1.77496,10.038
Hombre,1,3.8,800,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.74899,-88.193128,824.171021,18.8,1,1,Si,Si,0,1,0.1804,0.77
Hombre,0.7,4,1000,Latosoles Arcillo Rojizos,13.805872,-88.174276,763,0,1,1,Si,Si,0,1,1.04368,2.972
Hombre,0.3,6,1000,Latosoles Arcillo Rojizos,13.918401,-88.156006,826.366699,0,1,1,Si,Si,0,1,0.176,0.3
Mujer,1.05,4,761.9,Andisoles,13.481157,-88.387547,655.308838,5,1,1,Si,Si,0,1,0.4444,2.35
Hombre,0.56,5.8,1600,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.738125,-89.466569,671.475098,0,1,0,Si,No,0,0,0.20328,0.89848
Hombre,0.35,6,285.71,"Latosoles Arcillo Rojizos, Aluviales",13.561631,-89.603634,58.468506,0,1,0,Si,Si,1,0,0.2904,1.21704
Hombre,5.9,7.1,846.95,Andisoles,13.484237,-88.398766,759.222307,97,1,1,Si,Si,0,1,8.70848,59.268
Mujer,0.4,4,750,"Andisoles, Litosoles",13.48017,-88.393926,712.83973,0,1,0,No,No,0,1,0.2156,1.15
Hombre,0.3,5,503.33,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.563356,-89.521858,26,0,1,1,Si,Si,0,0,0.8888,1.826
Hombre,1.01,4,962.38,"Latosoles Arcillo Rojizos, Andisoles",13.95139,-89.798247,610,100,1,1,Si,Si,0,0,0.12848,0.62832
Hombre,2.05,5,951.22,"Andisoles, Litosoles",13.678494,-88.852685,618.845459,0,1,1,Si,Si,0,0,0.65296,4.54
Hombre,3.16,4.5,1060.13,Andisoles,13.716431,-89.462964,679,33.6,1,0,No,Si,0,1,2.72448,16.78072
Hombre,1.84,4.8,492.93,"Aluviales, Andisoles",13.711621,-89.440074,529.88501,0,1,0,No,Si,0,1,0.93544,4.61912
Hombre,0.6,5,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.947178,-88.215522,841.62,0,1,1,Si,No,0,1,0,0.08
Hombre,1.47,3.3,666.67,Andisoles,13.699066,-89.481779,949.028394,0,1,0,No,Si,0,1,0.64856,3.20144
Hombre,0.9,6,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.785382,-88.142701,585,0,1,1,Si,Si,0,1,3.29472,18.0976
Hombre,2.8,6.7,1000,Litosoles,13.760543,-89.673098,474.411499,6.4,1,1,Si,Si,1,1,1.49424,4.81624
Mujer,0.4,5.5,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.329864,-88.689047,-2.226593,50,1,1,Si,No,1,1,0.73656,4.04
Hombre,3,4.9,666.67,Latosoles Arcillo Rojizos,13.927687,-88.169074,797.115356,5,1,1,Si,No,0,1,2.63208,13.576
Hombre,0.7,7,714.29,"Andisoles, Litosoles",13.428838,-88.558689,400.122437,0,1,1,Si,No,0,1,0.14344,2.32
Hombre,1.09,6,536.7,Andisoles,13.760142,-89.730071,469,0,0,0,,,1,0,3.32024,10.0104
Hombre,1.8,5.9,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.927858,-88.170637,760.572266,5,1,1,Si,No,0,1,2.9128,17.872
Hombre,2.1,5,1000,"Andisoles, Litosoles",13.476407,-88.396252,730.435059,4.8,1,1,Si,Si,0,1,0.5808,3.5
Hombre,0.4,5,1000,Latosoles Arcillo Rojizos,13.339131,-88.650255,9.812622,0,1,1,Si,Si,1,1,0.30184,1.64
Hombre,1.4,4,571.43,"Latosoles Arcillo Rojizos, Andisoles",13.646142,-89.468049,1075,0,1,1,Si,Si,1,0,0.2728,0.5808
Hombre,0.3,6,1000,Latosoles Arcillo Rojizos,13.380167,-88.692009,8.730957,0,1,1,Si,Si,1,1,0.28424,1.45
Mujer,0.7,5,571.43,Andisoles,13.530721,-88.93868,166,10,1,1,Si,Si,0,1,0.0088,0.09
Hombre,0.42,4,428.57,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles",13.623125,-89.750778,89.197815,0,1,1,Si,Si,0,0,1.92544,5.99016
Hombre,0.3,5,833.33,Andisoles,13.463778,-88.363457,757.519897,0,1,1,Si,Si,1,1,0.15928,0.8
Hombre,0.24,4,833.33,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.5551,-88.1005,844,0,1,1,Si,Si,0,1,0.08624,1.578
Hombre,0.62,5,577.42,"Latosoles Arcillo Rojizos, Grumosoles",13.996721,-89.838412,650,100,1,1,Si,Si,0,0,0.47872,2.6972
Hombre,10.2,3,882.35,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.936465,-88.162905,977,100,1,1,Si,No,0,1,2.20528,16.72
Mujer,0.32,5,843.75,"Latosoles Arcillo Rojizos, Grumosoles",13.708444,-89.842975,208.639282,0,1,1,Si,Si,1,0,0.15136,0.99264
Mujer,2.8,4,1110,"Andisoles, Litosoles",13.512064,-88.49903,999.033691,0,1,1,Si,Si,1,1,1.88848,10.05576
Mujer,0.7,5.5,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.286396,-88.560227,4.35791,50,1,1,Si,Si,1,1,1.48984,7.64152
Mujer,0.4,5,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.319504,-88.702206,-11.848083,0,1,1,Si,No,1,1,1.00496,5.1
Hombre,0.7,6,642.86,Andisoles,13.709381,-89.478118,977,0,1,0,No,Si,0,0,0.26488,1.18888
Hombre,2.1,6,714.29,Andisoles,13.80501,-89.816618,820.285889,0,1,0,Si,Si,0,0,0.2728,2.12592
Mujer,0.98,5,900,"Latosoles Arcillo Rojizos, Grumosoles",13.709575,-89.823631,190.746948,0,1,1,Si,No,1,0,0.28248,1.80264
Hombre,0.5,4,1000,Latosoles Arcillo Rojizos,13.859571,-88.144694,492.057339,0,1,1,Si,Si,0,1,0.66176,1.35
